pm25,recorded_at
8.0,2026-07-14T09:00:00Z
3.0,2026-07-14T09:00:00Z
7.0,2026-07-14T09:00:00Z
16.0,2023-07-12T20:00:00Z
7.0,2026-07-14T09:00:00Z
5.3,2021-12-09T00:00:00Z
1.0,2026-07-14T09:00:00Z
6.0,2026-07-14T09:00:00Z
18.9,2026-07-14T10:00:00Z
16.24,2020-11-30T17:00:00Z
27.2,2026-07-06T16:00:00Z
886.67,2026-07-04T16:06:55Z
29.58749993642171,2026-02-06T06:00:00Z
0.6,2026-06-12T10:00:00Z
2.04,2020-12-01T00:00:00Z
11.5,2024-10-09T22:00:00Z
0.030666666105389595,2024-12-10T07:00:00Z
0.0,2025-03-30T02:00:00Z
27.01,2025-01-08T17:15:00Z
44.0,2021-08-09T11:00:00Z
20.1,2026-07-06T09:00:00Z
14.0,2026-07-14T09:00:00Z
63.3,2026-07-14T10:00:00Z
0.6225000023841858,2025-07-08T02:00:00Z
42.1,2026-07-09T10:00:00Z
8.9,2026-07-14T10:00:00Z
1.3,2026-04-29T15:00:00Z
107.6,2022-10-31T02:00:00Z
9.2,2017-07-06T16:00:00Z
25.2,2026-07-14T10:00:00Z
3.91,2026-07-14T10:05:20Z
21.8,2026-07-14T09:55:55Z
8.25,2026-07-14T09:56:26Z
0.0,2026-04-04T18:00:00Z
2.9,2026-07-14T10:00:00Z
20.0,2026-07-14T10:00:00Z
73.48,2026-07-14T10:06:18Z
6.87,2026-07-14T09:59:55Z
17.534166666666664,2026-07-12T21:00:00Z
0.02500000037252903,2024-07-23T19:00:00Z
8.28,2025-10-02T11:00:00Z
2.1,2024-10-30T01:00:00Z
32.7,2026-07-14T10:00:00Z
12.0,2025-11-19T09:00:00Z
5.92083340883255,2024-08-23T06:00:00Z
1.0,2024-07-29T03:00:00Z
16.8,2026-07-14T10:00:00Z
11.4,2026-07-14T10:00:00Z
13.1,2026-07-14T10:00:00Z
9.4,2026-07-14T10:00:00Z
10.8,2026-07-14T10:00:00Z
7.0,2021-08-09T11:00:00Z
7.030833339691163,2025-11-25T20:00:00Z
13.75,2024-11-21T12:50:00Z
3.7,2026-07-14T10:00:00Z
9.2,2026-07-14T10:00:00Z
692.5,2026-04-21T11:00:00Z
17.76,2026-07-13T14:00:00Z
0.0,2026-05-19T17:00:00Z
5.9,2026-07-14T10:00:00Z
6.96,2026-05-27T19:58:53Z
3.2,2026-03-13T22:00:00Z
4.92725,2026-07-14T09:00:00Z
51.8,2026-07-13T10:00:00Z
28.4,2026-07-11T20:00:00Z
4.0,2026-07-14T09:00:00Z
5.05,2020-06-04T06:00:00Z
2.96,2026-06-04T16:00:46Z
10.04,2026-07-14T09:00:00Z
0.1,2026-05-15T06:00:00Z
6.1,2026-04-28T04:00:00Z
17.1,2026-07-14T07:00:00Z
16.2,2026-07-14T10:00:00Z
13.3,2026-07-14T10:00:00Z
8.5,2026-07-14T09:00:00Z
7.7,2026-07-14T09:00:00Z
17.0,2020-04-28T09:45:00Z
8.8,2026-07-14T08:00:00Z
1.8958333432674408,2024-08-01T15:00:00Z
0.3,2026-07-14T10:00:00Z
30.87,2026-07-08T12:00:00Z
11.4,2026-07-02T03:00:00Z
12.0,2021-08-09T11:00:00Z
0.0,2026-03-25T09:00:00Z
9.1,2026-07-14T10:00:00Z
23.53958336512248,2024-09-27T15:00:00Z
15.5801388888889,2026-07-14T09:00:00Z
5.0,2026-03-29T00:00:00Z
0.0,2025-11-20T00:00:00Z
9.585958321889242,2025-01-02T14:00:00Z
41.32325019836426,2026-02-02T09:00:00Z
3.8,2026-07-14T10:00:00Z
0.2,2026-07-14T10:00:00Z
0.0,2026-07-14T10:00:00Z
26.0,2023-04-05T20:00:00Z
57.0,2022-10-31T02:00:00Z
4.7,2026-07-07T11:00:00Z
16.1,2026-07-14T10:00:00Z
6.29552,2026-07-14T09:00:00Z
4.29,2026-07-14T09:00:00Z
14.3,2026-07-14T08:00:00Z
3.26,2026-07-11T08:00:00Z
6.6,2026-07-14T09:00:00Z
17.0,2026-07-11T08:00:00Z
7.775,2026-07-14T09:00:00Z
11.66,2026-07-14T09:00:00Z
6.5,2026-07-14T09:00:00Z
8.3944,2026-07-14T09:00:00Z
3.55,2026-07-14T09:00:00Z
10.0,2024-06-20T13:00:00Z
18.355090748180043,2025-06-21T01:00:00Z
8.2,2026-07-14T10:00:00Z
4.8,2026-07-14T10:00:00Z
1827.7,2026-05-18T19:00:00Z
7.1,2026-07-14T10:00:00Z
32.4,2026-07-14T10:00:00Z
4.0,2026-07-14T09:00:00Z
18.7,2026-07-14T10:00:00Z
11.5,2026-07-14T10:00:00Z
8.41023,2026-07-14T09:00:00Z
7.0,2026-07-13T01:00:00Z
10.0,2026-07-13T02:00:00Z
22.168,2023-10-11T10:00:00Z
8.0,2026-07-13T01:00:00Z
8.0,2026-07-13T01:00:00Z
11.0,2026-07-13T00:00:00Z
13.0,2026-07-13T02:00:00Z
13.0,2026-07-13T02:00:00Z
3.8,2026-07-14T10:00:00Z
23.700000762939453,2026-01-27T18:00:00Z
45.4,2026-04-30T18:00:00Z
6.0,2026-07-14T09:00:00Z
5.04,2026-07-14T10:04:08Z
9.7,2026-07-14T09:00:00Z
13.3,2026-07-14T10:00:00Z
5.738666693369548,2025-07-11T16:00:00Z
6.1,2020-02-17T01:00:00Z
18.3,2026-07-02T05:15:00Z
1.0,2021-08-09T11:00:00Z
2.6,2026-03-23T11:00:00Z
5.2,2026-07-14T09:00:00Z
0.3,2026-07-08T11:00:00Z
19.0,2026-07-14T10:00:00Z
0.0,2026-07-14T10:00:00Z
11.5,2026-07-14T10:00:00Z
132.16618180708448,2026-01-28T07:00:00Z
85.46666666666665,2026-01-28T07:00:00Z
80.01400146484374,2026-01-28T07:00:00Z
1.5,2026-07-14T10:00:00Z
9.0,2026-07-14T10:00:00Z
0.1,2026-06-13T17:00:00Z
9.1,2026-07-14T09:00:00Z
6.2,2026-07-14T10:01:51Z
10.88,2026-07-14T10:00:05Z
16.34,2026-07-14T09:51:08Z
5.4,2026-07-14T10:05:05Z
4.81,2026-07-14T10:02:58Z
14.23,2026-07-14T10:04:46Z
3.69,2026-07-14T09:54:10Z
5.32,2026-07-14T10:04:27Z
4.7,2026-07-14T10:05:50Z
12.44,2025-05-13T11:03:08Z
7.27,2026-07-14T10:07:06Z
9.662436,2019-04-14T23:00:00Z
34.74,2025-11-02T20:51:47Z
15.65,2026-07-14T09:59:42Z
4.83,2026-07-14T10:03:48Z
4.39,2026-07-14T10:03:15Z
4.39,2026-07-14T10:05:07Z
7.2,2026-07-14T10:04:57Z
15.96,2026-07-14T10:04:30Z
20.74,2026-01-12T13:06:20Z
15.5,2026-07-14T09:54:34Z
4.76,2026-07-14T10:06:43Z
19.31,2026-07-14T10:01:34Z
8.83,2025-06-19T00:01:39Z
105.54,2026-01-23T02:06:16Z
9.26,2025-06-24T11:51:01Z
27.98,2026-01-12T12:53:13Z
25.68,2026-03-17T10:46:45Z
17.1,2026-07-14T10:02:10Z
12.35,2026-07-14T10:04:47Z
70.91,2025-12-21T20:44:38Z
0.0,2024-11-10T07:52:24Z
19.24,2026-04-23T09:55:32Z
5.66,2026-07-14T10:00:29Z
7.66,2026-07-14T10:03:45Z
14.72,2026-07-14T09:57:07Z
9.51,2025-06-04T03:51:09Z
7.53,2026-07-14T10:04:47Z
32.13,2026-07-14T10:06:31Z
5.03,2026-07-14T10:00:23Z
15.16,2026-07-14T10:01:26Z
12.79,2026-07-14T10:06:36Z
17.13,2026-07-14T09:58:49Z
7.89,2025-06-24T11:52:23Z
20.72,2026-07-14T09:59:53Z
3.45,2026-07-14T10:06:26Z
0.81,2026-02-03T16:46:31Z
5.11,2025-09-02T13:58:22Z
6.45,2026-07-14T10:05:48Z
5.45,2026-04-09T15:04:58Z
8.6,2017-11-28T23:00:00Z
17.33,2026-07-14T09:50:17Z
12.34,2025-06-25T09:39:57Z
35.9,2025-06-25T15:50:55Z
9.7,2026-07-14T09:58:05Z
16.1,2026-07-14T10:02:09Z
7.77,2026-07-14T10:00:00Z
107.27,2026-01-12T07:15:15Z
6.66,2026-07-14T10:06:11Z
18.02,2026-07-14T09:51:37Z
19.49,2026-07-14T09:54:05Z
9.8,2025-06-19T00:01:04Z
5.3,2025-04-05T01:58:35Z
16.42,2025-05-13T04:17:45Z
4.77,2025-03-07T16:55:38Z
10.33,2025-04-15T16:06:14Z
7.58,2026-07-14T10:06:05Z
16.43,2026-07-14T10:03:46Z
13.36,2026-07-14T10:05:22Z
11.0,2026-07-14T09:00:00Z
26.16,2026-03-17T10:47:55Z
5.21,2026-02-26T15:00:38Z
16.75,2026-07-14T09:59:08Z
5.5,2026-07-14T08:00:00Z
5.38,2026-07-14T10:05:35Z
15.62,2026-07-14T10:03:53Z
15.68,2026-07-14T09:51:33Z
4.88,2026-07-14T09:51:20Z
18.48,2026-07-14T09:58:26Z
9.17,2025-09-30T11:12:42Z
30.35,2025-04-15T01:32:02Z
3.78,2026-03-10T00:04:40Z
1.01,2026-04-17T15:07:02Z
15.75,2026-07-14T10:02:24Z
2.83,2026-04-28T12:07:08Z
16.89,2026-07-14T09:50:18Z
16.98,2026-07-14T09:57:00Z
12.2,2025-07-11T12:37:15Z
47.5,2022-10-16T15:45:00Z
